name,nationalDexNum,types,stats
Croconaw,159,['Water'],"{'HP': '65', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '59', 'Sp. Def': '63', 'Speed': '58', 'Total': '405'}"
Feraligatr,160,['Water'],"{'HP': '85', 'Attack': '105', 'Defense': '100', 'Sp. Atk': '79', 'Sp. Def': '83', 'Speed': '78', 'Total': '530'}"
Sentret,161,['Normal'],"{'HP': '35', 'Attack': '46', 'Defense': '34', 'Sp. Atk': '35', 'Sp. Def': '45', 'Speed': '20', 'Total': '215'}"
Furret,162,['Normal'],"{'HP': '85', 'Attack': '76', 'Defense': '64', 'Sp. Atk': '45', 'Sp. Def': '55', 'Speed': '90', 'Total': '415'}"
Hoothoot,163,"['Normal', 'Flying']","{'HP': '60', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '36', 'Sp. Def': '56', 'Speed': '50', 'Total': '262'}"
Noctowl,164,"['Normal', 'Flying']","{'HP': '100', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '86', 'Sp. Def': '96', 'Speed': '70', 'Total': '452'}"
Ledyba,165,"['Bug', 'Flying']","{'HP': '40', 'Attack': '20', 'Defense': '30', 'Sp. Atk': '40', 'Sp. Def': '80', 'Speed': '55', 'Total': '265'}"
Ledian,166,"['Bug', 'Flying']","{'HP': '55', 'Attack': '35', 'Defense': '50', 'Sp. Atk': '55', 'Sp. Def': '110', 'Speed': '85', 'Total': '390'}"
Spinarak,167,"['Bug', 'Poison']","{'HP': '40', 'Attack': '60', 'Defense': '40', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '30', 'Total': '250'}"
Ariados,168,"['Bug', 'Poison']","{'HP': '70', 'Attack': '90', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '40', 'Total': '400'}"
Crobat,169,"['Poison', 'Flying']","{'HP': '85', 'Attack': '90', 'Defense': '80', 'Sp. Atk': '70', 'Sp. Def': '80', 'Speed': '130', 'Total': '535'}"
Chinchou,170,"['Water', 'Electric']","{'HP': '75', 'Attack': '38', 'Defense': '38', 'Sp. Atk': '56', 'Sp. Def': '56', 'Speed': '67', 'Total': '330'}"
Lanturn,171,"['Water', 'Electric']","{'HP': '125', 'Attack': '58', 'Defense': '58', 'Sp. Atk': '76', 'Sp. Def': '76', 'Speed': '67', 'Total': '460'}"
Pichu,172,['Electric'],"{'HP': '20', 'Attack': '40', 'Defense': '15', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '60', 'Total': '205'}"
Cleffa,173,['Fairy'],"{'HP': '50', 'Attack': '25', 'Defense': '28', 'Sp. Atk': '45', 'Sp. Def': '55', 'Speed': '15', 'Total': '218'}"
Igglybuff,174,"['Normal', 'Fairy']","{'HP': '90', 'Attack': '30', 'Defense': '15', 'Sp. Atk': '40', 'Sp. Def': '20', 'Speed': '15', 'Total': '210'}"
Togepi,175,['Fairy'],"{'HP': '35', 'Attack': '20', 'Defense': '65', 'Sp. Atk': '40', 'Sp. Def': '65', 'Speed': '20', 'Total': '245'}"
Togetic,176,"['Fairy', 'Flying']","{'HP': '55', 'Attack': '40', 'Defense': '85', 'Sp. Atk': '80', 'Sp. Def': '105', 'Speed': '40', 'Total': '405'}"
Natu,177,"['Psychic', 'Flying']","{'HP': '40', 'Attack': '50', 'Defense': '45', 'Sp. Atk': '70', 'Sp. Def': '45', 'Speed': '70', 'Total': '320'}"
Xatu,178,"['Psychic', 'Flying']","{'HP': '65', 'Attack': '75', 'Defense': '70', 'Sp. Atk': '95', 'Sp. Def': '70', 'Speed': '95', 'Total': '470'}"
Mareep,179,['Electric'],"{'HP': '55', 'Attack': '40', 'Defense': '40', 'Sp. Atk': '65', 'Sp. Def': '45', 'Speed': '35', 'Total': '280'}"
Flaaffy,180,['Electric'],"{'HP': '70', 'Attack': '55', 'Defense': '55', 'Sp. Atk': '80', 'Sp. Def': '60', 'Speed': '45', 'Total': '365'}"
Ampharos,181,['Electric'],"{'HP': '90', 'Attack': '75', 'Defense': '85', 'Sp. Atk': '115', 'Sp. Def': '90', 'Speed': '55', 'Total': '510'}"
Bellossom,182,['Grass'],"{'HP': '75', 'Attack': '80', 'Defense': '95', 'Sp. Atk': '90', 'Sp. Def': '100', 'Speed': '50', 'Total': '490'}"
Marill,183,"['Water', 'Fairy']","{'HP': '70', 'Attack': '20', 'Defense': '50', 'Sp. Atk': '20', 'Sp. Def': '50', 'Speed': '40', 'Total': '250'}"
Azumarill,184,"['Water', 'Fairy']","{'HP': '100', 'Attack': '50', 'Defense': '80', 'Sp. Atk': '60', 'Sp. Def': '80', 'Speed': '50', 'Total': '420'}"
Sudowoodo,185,['Rock'],"{'HP': '70', 'Attack': '100', 'Defense': '115', 'Sp. Atk': '30', 'Sp. Def': '65', 'Speed': '30', 'Total': '410'}"
Politoed,186,['Water'],"{'HP': '90', 'Attack': '75', 'Defense': '75', 'Sp. Atk': '90', 'Sp. Def': '100', 'Speed': '70', 'Total': '500'}"
Hoppip,187,"['Grass', 'Flying']","{'HP': '35', 'Attack': '35', 'Defense': '40', 'Sp. Atk': '35', 'Sp. Def': '55', 'Speed': '50', 'Total': '250'}"
Skiploom,188,"['Grass', 'Flying']","{'HP': '55', 'Attack': '45', 'Defense': '50', 'Sp. Atk': '45', 'Sp. Def': '65', 'Speed': '80', 'Total': '340'}"
Jumpluff,189,"['Grass', 'Flying']","{'HP': '75', 'Attack': '55', 'Defense': '70', 'Sp. Atk': '55', 'Sp. Def': '95', 'Speed': '110', 'Total': '460'}"
Aipom,190,['Normal'],"{'HP': '55', 'Attack': '70', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '55', 'Speed': '85', 'Total': '360'}"
Sunkern,191,['Grass'],"{'HP': '30', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '30', 'Total': '180'}"
Sunflora,192,['Grass'],"{'HP': '75', 'Attack': '75', 'Defense': '55', 'Sp. Atk': '105', 'Sp. Def': '85', 'Speed': '30', 'Total': '425'}"
Yanma,193,"['Bug', 'Flying']","{'HP': '65', 'Attack': '65', 'Defense': '45', 'Sp. Atk': '75', 'Sp. Def': '45', 'Speed': '95', 'Total': '390'}"
Wooper,194,"['Water', 'Ground']","{'HP': '55', 'Attack': '45', 'Defense': '45', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15', 'Total': '210'}"
Quagsire,195,"['Water', 'Ground']","{'HP': '95', 'Attack': '85', 'Defense': '85', 'Sp. Atk': '65', 'Sp. Def': '65', 'Speed': '35', 'Total': '430'}"
Espeon,196,['Psychic'],"{'HP': '65', 'Attack': '65', 'Defense': '60', 'Sp. Atk': '130', 'Sp. Def': '95', 'Speed': '110', 'Total': '525'}"
Umbreon,197,['Dark'],"{'HP': '95', 'Attack': '65', 'Defense': '110', 'Sp. Atk': '60', 'Sp. Def': '130', 'Speed': '65', 'Total': '525'}"
Murkrow,198,"['Dark', 'Flying']","{'HP': '60', 'Attack': '85', 'Defense': '42', 'Sp. Atk': '85', 'Sp. Def': '42', 'Speed': '91', 'Total': '405'}"
Slowking,199,"['Water', 'Psychic']","{'HP': '95', 'Attack': '75', 'Defense': '80', 'Sp. Atk': '100', 'Sp. Def': '110', 'Speed': '30', 'Total': '490'}"
Misdreavus,200,['Ghost'],"{'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '85', 'Sp. Def': '85', 'Speed': '85', 'Total': '435'}"
Unown,201,['Psychic'],"{'HP': '48', 'Attack': '72', 'Defense': '48', 'Sp. Atk': '72', 'Sp. Def': '48', 'Speed': '48', 'Total': '336'}"
Wobbuffet,202,['Psychic'],"{'HP': '190', 'Attack': '33', 'Defense': '58', 'Sp. Atk': '33', 'Sp. Def': '58', 'Speed': '33', 'Total': '405'}"
Girafarig,203,"['Normal', 'Psychic']","{'HP': '70', 'Attack': '80', 'Defense': '65', 'Sp. Atk': '90', 'Sp. Def': '65', 'Speed': '85', 'Total': '455'}"
Pineco,204,['Bug'],"{'HP': '50', 'Attack': '65', 'Defense': '90', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '15', 'Total': '290'}"
Forretress,205,"['Bug', 'Steel']","{'HP': '75', 'Attack': '90', 'Defense': '140', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '40', 'Total': '465'}"
Dunsparce,206,['Normal'],"{'HP': '100', 'Attack': '70', 'Defense': '70', 'Sp. Atk': '65', 'Sp. Def': '65', 'Speed': '45', 'Total': '415'}"
Gligar,207,"['Ground', 'Flying']","{'HP': '65', 'Attack': '75', 'Defense': '105', 'Sp. Atk': '35', 'Sp. Def': '65', 'Speed': '85', 'Total': '430'}"
Steelix,208,"['Steel', 'Ground']","{'HP': '75', 'Attack': '85', 'Defense': '200', 'Sp. Atk': '55', 'Sp. Def': '65', 'Speed': '30', 'Total': '510'}"
Snubbull,209,['Fairy'],"{'HP': '60', 'Attack': '80', 'Defense': '50', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '30', 'Total': '300'}"
Granbull,210,['Fairy'],"{'HP': '90', 'Attack': '120', 'Defense': '75', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '45', 'Total': '450'}"
Qwilfish,211,"['Water', 'Poison']","{'HP': '65', 'Attack': '95', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '85', 'Total': '440'}"
Scizor,212,"['Bug', 'Steel']","{'HP': '70', 'Attack': '130', 'Defense': '100', 'Sp. Atk': '55', 'Sp. Def': '80', 'Speed': '65', 'Total': '500'}"
Shuckle,213,"['Bug', 'Rock']","{'HP': '20', 'Attack': '10', 'Defense': '230', 'Sp. Atk': '10', 'Sp. Def': '230', 'Speed': '5', 'Total': '505'}"
Heracross,214,"['Bug', 'Fighting']","{'HP': '80', 'Attack': '125', 'Defense': '75', 'Sp. Atk': '40', 'Sp. Def': '95', 'Speed': '85', 'Total': '500'}"
Sneasel,215,"['Dark', 'Ice']","{'HP': '55', 'Attack': '95', 'Defense': '55', 'Sp. Atk': '35', 'Sp. Def': '75', 'Speed': '115', 'Total': '430'}"
Teddiursa,216,['Normal'],"{'HP': '60', 'Attack': '80', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '40', 'Total': '330'}"
Ursaring,217,['Normal'],"{'HP': '90', 'Attack': '130', 'Defense': '75', 'Sp. Atk': '75', 'Sp. Def': '75', 'Speed': '55', 'Total': '500'}"
Slugma,218,['Fire'],"{'HP': '40', 'Attack': '40', 'Defense': '40', 'Sp. Atk': '70', 'Sp. Def': '40', 'Speed': '20', 'Total': '250'}"
Magcargo,219,"['Fire', 'Rock']","{'HP': '60', 'Attack': '50', 'Defense': '120', 'Sp. Atk': '90', 'Sp. Def': '80', 'Speed': '30', 'Total': '430'}"
Swinub,220,"['Ice', 'Ground']","{'HP': '50', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '50', 'Total': '250'}"
Piloswine,221,"['Ice', 'Ground']","{'HP': '100', 'Attack': '100', 'Defense': '80', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '50', 'Total': '450'}"
Corsola,222,"['Water', 'Rock']","{'HP': '65', 'Attack': '55', 'Defense': '95', 'Sp. Atk': '65', 'Sp. Def': '95', 'Speed': '35', 'Total': '410'}"
Remoraid,223,['Water'],"{'HP': '35', 'Attack': '65', 'Defense': '35', 'Sp. Atk': '65', 'Sp. Def': '35', 'Speed': '65', 'Total': '300'}"
Octillery,224,['Water'],"{'HP': '75', 'Attack': '105', 'Defense': '75', 'Sp. Atk': '105', 'Sp. Def': '75', 'Speed': '45', 'Total': '480'}"
Delibird,225,"['Ice', 'Flying']","{'HP': '45', 'Attack': '55', 'Defense': '45', 'Sp. Atk': '65', 'Sp. Def': '45', 'Speed': '75', 'Total': '330'}"
Mantine,226,"['Water', 'Flying']","{'HP': '85', 'Attack': '40', 'Defense': '70', 'Sp. Atk': '80', 'Sp. Def': '140', 'Speed': '70', 'Total': '485'}"
Skarmory,227,"['Steel', 'Flying']","{'HP': '65', 'Attack': '80', 'Defense': '140', 'Sp. Atk': '40', 'Sp. Def': '70', 'Speed': '70', 'Total': '465'}"
Houndour,228,"['Dark', 'Fire']","{'HP': '45', 'Attack': '60', 'Defense': '30', 'Sp. Atk': '80', 'Sp. Def': '50', 'Speed': '65', 'Total': '330'}"
Houndoom,229,"['Dark', 'Fire']","{'HP': '75', 'Attack': '90', 'Defense': '50', 'Sp. Atk': '110', 'Sp. Def': '80', 'Speed': '95', 'Total': '500'}"
Kingdra,230,"['Water', 'Dragon']","{'HP': '75', 'Attack': '95', 'Defense': '95', 'Sp. Atk': '95', 'Sp. Def': '95', 'Speed': '85', 'Total': '540'}"
Phanpy,231,['Ground'],"{'HP': '90', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '40', 'Total': '330'}"
Donphan,232,['Ground'],"{'HP': '90', 'Attack': '120', 'Defense': '120', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '50', 'Total': '500'}"
Porygon2,233,['Normal'],"{'HP': '85', 'Attack': '80', 'Defense': '90', 'Sp. Atk': '105', 'Sp. Def': '95', 'Speed': '60', 'Total': '515'}"
Stantler,234,['Normal'],"{'HP': '73', 'Attack': '95', 'Defense': '62', 'Sp. Atk': '85', 'Sp. Def': '65', 'Speed': '85', 'Total': '465'}"
Smeargle,235,['Normal'],"{'HP': '55', 'Attack': '20', 'Defense': '35', 'Sp. Atk': '20', 'Sp. Def': '45', 'Speed': '75', 'Total': '250'}"
Tyrogue,236,['Fighting'],"{'HP': '35', 'Attack': '35', 'Defense': '35', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '35', 'Total': '210'}"
Hitmontop,237,['Fighting'],"{'HP': '50', 'Attack': '95', 'Defense': '95', 'Sp. Atk': '35', 'Sp. Def': '110', 'Speed': '70', 'Total': '455'}"
Smoochum,238,"['Ice', 'Psychic']","{'HP': '45', 'Attack': '30', 'Defense': '15', 'Sp. Atk': '85', 'Sp. Def': '65', 'Speed': '65', 'Total': '305'}"
Elekid,239,['Electric'],"{'HP': '45', 'Attack': '63', 'Defense': '37', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '95', 'Total': '360'}"
Magby,240,['Fire'],"{'HP': '45', 'Attack': '75', 'Defense': '37', 'Sp. Atk': '70', 'Sp. Def': '55', 'Speed': '83', 'Total': '365'}"
Miltank,241,['Normal'],"{'HP': '95', 'Attack': '80', 'Defense': '105', 'Sp. Atk': '40', 'Sp. Def': '70', 'Speed': '100', 'Total': '490'}"
Blissey,242,['Normal'],"{'HP': '255', 'Attack': '10', 'Defense': '10', 'Sp. Atk': '75', 'Sp. Def': '135', 'Speed': '55', 'Total': '540'}"
Raikou,243,['Electric'],"{'HP': '90', 'Attack': '85', 'Defense': '75', 'Sp. Atk': '115', 'Sp. Def': '100', 'Speed': '115', 'Total': '580'}"
Entei,244,['Fire'],"{'HP': '115', 'Attack': '115', 'Defense': '85', 'Sp. Atk': '90', 'Sp. Def': '75', 'Speed': '100', 'Total': '580'}"
Suicune,245,['Water'],"{'HP': '100', 'Attack': '75', 'Defense': '115', 'Sp. Atk': '90', 'Sp. Def': '115', 'Speed': '85', 'Total': '580'}"
Larvitar,246,"['Rock', 'Ground']","{'HP': '50', 'Attack': '64', 'Defense': '50', 'Sp. Atk': '45', 'Sp. Def': '50', 'Speed': '41', 'Total': '300'}"
Pupitar,247,"['Rock', 'Ground']","{'HP': '70', 'Attack': '84', 'Defense': '70', 'Sp. Atk': '65', 'Sp. Def': '70', 'Speed': '51', 'Total': '410'}"
Tyranitar,248,"['Rock', 'Dark']","{'HP': '100', 'Attack': '134', 'Defense': '110', 'Sp. Atk': '95', 'Sp. Def': '100', 'Speed': '61', 'Total': '600'}"
Lugia,249,"['Psychic', 'Flying']","{'HP': '106', 'Attack': '90', 'Defense': '130', 'Sp. Atk': '90', 'Sp. Def': '154', 'Speed': '110', 'Total': '680'}"
Ho-oh,250,"['Fire', 'Flying']","{'HP': '106', 'Attack': '130', 'Defense': '90', 'Sp. Atk': '110', 'Sp. Def': '154', 'Speed': '90', 'Total': '680'}"
Celebi,251,"['Psychic', 'Grass']","{'HP': '100', 'Attack': '100', 'Defense': '100', 'Sp. Atk': '100', 'Sp. Def': '100', 'Speed': '100', 'Total': '600'}"
Treecko,252,['Grass'],"{'HP': '40', 'Attack': '45', 'Defense': '35', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '70', 'Total': '310'}"
Grovyle,253,['Grass'],"{'HP': '50', 'Attack': '65', 'Defense': '45', 'Sp. Atk': '85', 'Sp. Def': '65', 'Speed': '95', 'Total': '405'}"
Sceptile,254,['Grass'],"{'HP': '70', 'Attack': '85', 'Defense': '65', 'Sp. Atk': '105', 'Sp. Def': '85', 'Speed': '120', 'Total': '530'}"
Torchic,255,['Fire'],"{'HP': '45', 'Attack': '60', 'Defense': '40', 'Sp. Atk': '70', 'Sp. Def': '50', 'Speed': '45', 'Total': '310'}"
Combusken,256,"['Fire', 'Fighting']","{'HP': '60', 'Attack': '85', 'Defense': '60', 'Sp. Atk': '85', 'Sp. Def': '60', 'Speed': '55', 'Total': '405'}"
Blaziken,257,"['Fire', 'Fighting']","{'HP': '80', 'Attack': '120', 'Defense': '70', 'Sp. Atk': '110', 'Sp. Def': '70', 'Speed': '80', 'Total': '530'}"
Mudkip,258,['Water'],"{'HP': '50', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '40', 'Total': '310'}"
Marshtomp,259,"['Water', 'Ground']","{'HP': '70', 'Attack': '85', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '50', 'Total': '405'}"
Swampert,260,"['Water', 'Ground']","{'HP': '100', 'Attack': '110', 'Defense': '90', 'Sp. Atk': '85', 'Sp. Def': '90', 'Speed': '60', 'Total': '535'}"
Poochyena,261,['Dark'],"{'HP': '35', 'Attack': '55', 'Defense': '35', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '35', 'Total': '220'}"
Mightyena,262,['Dark'],"{'HP': '70', 'Attack': '90', 'Defense': '70', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '70', 'Total': '420'}"
Zigzagoon,263,['Normal'],"{'HP': '38', 'Attack': '30', 'Defense': '41', 'Sp. Atk': '30', 'Sp. Def': '41', 'Speed': '60', 'Total': '240'}"
Linoone,264,['Normal'],"{'HP': '78', 'Attack': '70', 'Defense': '61', 'Sp. Atk': '50', 'Sp. Def': '61', 'Speed': '100', 'Total': '420'}"
Wurmple,265,['Bug'],"{'HP': '45', 'Attack': '45', 'Defense': '35', 'Sp. Atk': '20', 'Sp. Def': '30', 'Speed': '20', 'Total': '195'}"
Silcoon,266,['Bug'],"{'HP': '50', 'Attack': '35', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15', 'Total': '205'}"
Beautifly,267,"['Bug', 'Flying']","{'HP': '60', 'Attack': '70', 'Defense': '50', 'Sp. Atk': '100', 'Sp. Def': '50', 'Speed': '65', 'Total': '395'}"
Cascoon,268,['Bug'],"{'HP': '50', 'Attack': '35', 'Defense': '55', 'Sp. Atk': '25', 'Sp. Def': '25', 'Speed': '15', 'Total': '205'}"
Dustox,269,"['Bug', 'Poison']","{'HP': '60', 'Attack': '50', 'Defense': '70', 'Sp. Atk': '50', 'Sp. Def': '90', 'Speed': '65', 'Total': '385'}"
Lotad,270,"['Water', 'Grass']","{'HP': '40', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '40', 'Sp. Def': '50', 'Speed': '30', 'Total': '220'}"
Lombre,271,"['Water', 'Grass']","{'HP': '60', 'Attack': '50', 'Defense': '50', 'Sp. Atk': '60', 'Sp. Def': '70', 'Speed': '50', 'Total': '340'}"
Ludicolo,272,"['Water', 'Grass']","{'HP': '80', 'Attack': '70', 'Defense': '70', 'Sp. Atk': '90', 'Sp. Def': '100', 'Speed': '70', 'Total': '480'}"
Seedot,273,['Grass'],"{'HP': '40', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '30', 'Total': '220'}"
Nuzleaf,274,"['Grass', 'Dark']","{'HP': '70', 'Attack': '70', 'Defense': '40', 'Sp. Atk': '60', 'Sp. Def': '40', 'Speed': '60', 'Total': '340'}"
Shiftry,275,"['Grass', 'Dark']","{'HP': '90', 'Attack': '100', 'Defense': '60', 'Sp. Atk': '90', 'Sp. Def': '60', 'Speed': '80', 'Total': '480'}"
Taillow,276,"['Normal', 'Flying']","{'HP': '40', 'Attack': '55', 'Defense': '30', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '85', 'Total': '270'}"
Swellow,277,"['Normal', 'Flying']","{'HP': '60', 'Attack': '85', 'Defense': '60', 'Sp. Atk': '75', 'Sp. Def': '50', 'Speed': '125', 'Total': '455'}"
Wingull,278,"['Water', 'Flying']","{'HP': '40', 'Attack': '30', 'Defense': '30', 'Sp. Atk': '55', 'Sp. Def': '30', 'Speed': '85', 'Total': '270'}"
Pelipper,279,"['Water', 'Flying']","{'HP': '60', 'Attack': '50', 'Defense': '100', 'Sp. Atk': '95', 'Sp. Def': '70', 'Speed': '65', 'Total': '440'}"
Ralts,280,"['Psychic', 'Fairy']","{'HP': '28', 'Attack': '25', 'Defense': '25', 'Sp. Atk': '45', 'Sp. Def': '35', 'Speed': '40', 'Total': '198'}"
Kirlia,281,"['Psychic', 'Fairy']","{'HP': '38', 'Attack': '35', 'Defense': '35', 'Sp. Atk': '65', 'Sp. Def': '55', 'Speed': '50', 'Total': '278'}"
Gardevoir,282,"['Psychic', 'Fairy']","{'HP': '68', 'Attack': '65', 'Defense': '65', 'Sp. Atk': '125', 'Sp. Def': '115', 'Speed': '80', 'Total': '518'}"
Surskit,283,"['Bug', 'Water']","{'HP': '40', 'Attack': '30', 'Defense': '32', 'Sp. Atk': '50', 'Sp. Def': '52', 'Speed': '65', 'Total': '269'}"
Masquerain,284,"['Bug', 'Flying']","{'HP': '70', 'Attack': '60', 'Defense': '62', 'Sp. Atk': '100', 'Sp. Def': '82', 'Speed': '80', 'Total': '454'}"
Shroomish,285,['Grass'],"{'HP': '60', 'Attack': '40', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '35', 'Total': '295'}"
Breloom,286,"['Grass', 'Fighting']","{'HP': '60', 'Attack': '130', 'Defense': '80', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '70', 'Total': '460'}"
Slakoth,287,['Normal'],"{'HP': '60', 'Attack': '60', 'Defense': '60', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '30', 'Total': '280'}"
Vigoroth,288,['Normal'],"{'HP': '80', 'Attack': '80', 'Defense': '80', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '90', 'Total': '440'}"
Slaking,289,['Normal'],"{'HP': '150', 'Attack': '160', 'Defense': '100', 'Sp. Atk': '95', 'Sp. Def': '65', 'Speed': '100', 'Total': '670'}"
Nincada,290,"['Bug', 'Ground']","{'HP': '31', 'Attack': '45', 'Defense': '90', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '40', 'Total': '266'}"
Ninjask,291,"['Bug', 'Flying']","{'HP': '61', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '160', 'Total': '456'}"
Shedinja,292,"['Bug', 'Ghost']","{'HP': '1', 'Attack': '90', 'Defense': '45', 'Sp. Atk': '30', 'Sp. Def': '30', 'Speed': '40', 'Total': '236'}"
Whismur,293,['Normal'],"{'HP': '64', 'Attack': '51', 'Defense': '23', 'Sp. Atk': '51', 'Sp. Def': '23', 'Speed': '28', 'Total': '240'}"
Loudred,294,['Normal'],"{'HP': '84', 'Attack': '71', 'Defense': '43', 'Sp. Atk': '71', 'Sp. Def': '43', 'Speed': '48', 'Total': '360'}"
Exploud,295,['Normal'],"{'HP': '104', 'Attack': '91', 'Defense': '63', 'Sp. Atk': '91', 'Sp. Def': '73', 'Speed': '68', 'Total': '490'}"
Makuhita,296,['Fighting'],"{'HP': '72', 'Attack': '60', 'Defense': '30', 'Sp. Atk': '20', 'Sp. Def': '30', 'Speed': '25', 'Total': '237'}"
Hariyama,297,['Fighting'],"{'HP': '144', 'Attack': '120', 'Defense': '60', 'Sp. Atk': '40', 'Sp. Def': '60', 'Speed': '50', 'Total': '474'}"
Azurill,298,"['Normal', 'Fairy']","{'HP': '50', 'Attack': '20', 'Defense': '40', 'Sp. Atk': '20', 'Sp. Def': '40', 'Speed': '20', 'Total': '190'}"
Nosepass,299,['Rock'],"{'HP': '30', 'Attack': '45', 'Defense': '135', 'Sp. Atk': '45', 'Sp. Def': '90', 'Speed': '30', 'Total': '375'}"
Skitty,300,['Normal'],"{'HP': '50', 'Attack': '45', 'Defense': '45', 'Sp. Atk': '35', 'Sp. Def': '35', 'Speed': '50', 'Total': '260'}"
Delcatty,301,['Normal'],"{'HP': '70', 'Attack': '65', 'Defense': '65', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '90', 'Total': '400'}"
Sableye,302,"['Dark', 'Ghost']","{'HP': '50', 'Attack': '75', 'Defense': '75', 'Sp. Atk': '65', 'Sp. Def': '65', 'Speed': '50', 'Total': '380'}"
Mawile,303,"['Steel', 'Fairy']","{'HP': '50', 'Attack': '85', 'Defense': '85', 'Sp. Atk': '55', 'Sp. Def': '55', 'Speed': '50', 'Total': '380'}"
Aron,304,"['Steel', 'Rock']","{'HP': '50', 'Attack': '70', 'Defense': '100', 'Sp. Atk': '40', 'Sp. Def': '40', 'Speed': '30', 'Total': '330'}"
Lairon,305,"['Steel', 'Rock']","{'HP': '60', 'Attack': '90', 'Defense': '140', 'Sp. Atk': '50', 'Sp. Def': '50', 'Speed': '40', 'Total': '430'}"
Aggron,306,"['Steel', 'Rock']","{'HP': '70', 'Attack': '110', 'Defense': '180', 'Sp. Atk': '60', 'Sp. Def': '60', 'Speed': '50', 'Total': '530'}"
Meditite,307,"['Fighting', 'Psychic']","{'HP': '30', 'Attack': '40', 'Defense': '55', 'Sp. Atk': '40', 'Sp. Def': '55', 'Speed': '60', 'Total': '280'}"
Medicham,308,"['Fighting', 'Psychic']","{'HP': '60', 'Attack': '60', 'Defense': '75', 'Sp. Atk': '60', 'Sp. Def': '75', 'Speed': '80', 'Total': '410'}"
Electrike,309,['Electric'],"{'HP': '40', 'Attack': '45', 'Defense': '40', 'Sp. Atk': '65', 'Sp. Def': '40', 'Speed': '65', 'Total': '295'}"
Manectric,310,['Electric'],"{'HP': '70', 'Attack': '75', 'Defense': '60', 'Sp. Atk': '105', 'Sp. Def': '60', 'Speed': '105', 'Total': '475'}"
Plusle,311,['Electric'],"{'HP': '60', 'Attack': '50', 'Defense': '40', 'Sp. Atk': '85', 'Sp. Def': '75', 'Speed': '95', 'Total': '405'}"
Minun,312,['Electric'],"{'HP': '60', 'Attack': '40', 'Defense': '50', 'Sp. Atk': '75', 'Sp. Def': '85', 'Speed': '95', 'Total': '405'}"
Volbeat,313,['Bug'],"{'HP': '65', 'Attack': '73', 'Defense': '75', 'Sp. Atk': '47', 'Sp. Def': '85', 'Speed': '85', 'Total': '430'}"
Illumise,314,['Bug'],"{'HP': '65', 'Attack': '47', 'Defense': '75', 'Sp. Atk': '73', 'Sp. Def': '85', 'Speed': '85', 'Total': '430'}"
Roselia,315,"['Grass', 'Poison']","{'HP': '50', 'Attack': '60', 'Defense': '45', 'Sp. Atk': '100', 'Sp. Def': '80', 'Speed': '65', 'Total': '400'}"
